Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,Serious Critical,Tot cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159",Australia/Oceania,29,"4,713",,,,"11,183"
Timor-Leste,"23,412",,138,,"23,102",,172,,"17,096",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5,,,126
San Marino,"23,290",,121,,"23,034",,135,4,"683,292","3,550","157,634","4,624,732","34,085",Europe,1,282,0,,,"3,961"
Micronesia,"22,676",,58,,N/A,N/A,N/A,1,"193,005",494,"54,967","467,848","117,489",Australia/Oceania,5,"2,026",2,,,"129,382"
Burkina Faso,"22,025",,396,,"21,596",,33,,996,18,"248,995","11,265","22,102,838",Africa,"1,004","55,815",89,,,1
Liechtenstein,"21,329",,89,,"21,226",,14,,"555,631","2,318","112,457","2,929,559","38,387",Europe,2,431,0,,,365
Gibraltar,"20,392",,111,,"16,579",,"3,702",,"605,032","3,293","534,283","15,852,213","33,704",Europe,2,304,0,,,"109,839"
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America,6,477,1,,,740
Bermuda,"18,766",,157,,"18,593",,16,,"302,976","2,535","1,024,947","16,547,684","61,939",North America,3,395,0,,,258
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America,367,"30,129",,,,"2,071"
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa,633,"84,192",28,,,10
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Equatorial Guinea,"17,186",,183,,"16,880",,123,5,"11,483",122,"365,697","244,342","1,496,662",Africa,87,"8,178",4,,,82
Tonga,"16,672",,13,,"15,638",,"1,021",,"154,730",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0,,,"9,476"
Monaco,"16,052",,65,,"15,971",,16,4,"403,489","1,634","78,646","1,976,875","39,783",Europe,2,612,1,,,402
Samoa,"16,022",,29,,"1,605",,"14,388",,"79,223",143,"187,397","926,612","202,239",Australia/Oceania,13,"6,974",1,,,"71,144"
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America,5,978,0,,,180
Djibouti,"15,690",,189,,"15,427",,74,,"15,441",186,"305,941","301,094","1,016,097",Africa,65,"5,376",3,,,73
Marshall Islands,"15,554",,17,,"15,528",,9,,"258,987",283,,,"60,057",Australia/Oceania,4,"3,533",,,,150
CAR,"15,361",,113,,"14,777",,471,2,"3,062",23,"81,294","16,205","5,016,678",Africa,327,"44,395",62,,,94
Gambia,"12,586",,372,,"12,189",,25,,"4,919",145,"155,686","60,851","2,558,482",Africa,203,"6,878",16,,,10
Saint Martin,"12,233",,63,,"1,399",,"10,771",7,"307,903","1,586","112,382","2,828,643","39,730",North America,3,631,0,,,"271,105"
Vanuatu,"12,014",,14,,"11,976",,24,,"37,330",44,"24,976","77,606","321,832",Australia/Oceania,27,"22,988",13,,,75
Greenland,"11,971",,21,,"2,761",,"9,189",4,"210,117",369,"164,926","2,894,810","56,973",North America,5,"2,713",0,,,"161,287"
Yemen,"11,945",,"2,159",,"9,124",,662,23,383,69,"329,592","10,579","31,154,867",Asia,"2,608","14,430",95,,,21
Caribbean Netherlands,"11,648",,38,,"10,476",,"1,134",,"437,122","1,426","30,126","1,130,559","26,647",North America,2,701,1,,,"42,556"
Sint Maarten,"11,010",,89,,"10,905",,16,,"250,421","2,024","62,056","1,411,454","43,966",North America,4,494,1,,,364
Niger,"9,931",,312,,"8,890",,729,1,381,12,"254,538","9,759","26,083,660",Africa,"2,626","83,601",102,,,28
St. Vincent Grenadines,"9,581",,123,,"9,448",,10,,"85,889","1,103","113,422","1,016,773","111,551",North America,12,907,1,,,90
Antigua and Barbuda,"9,106",,146,,"8,954",,6,1,"91,509","1,467","18,901","189,943","99,509",North America,11,682,5,,,60
Comoros,"8,992",,161,,"8,827",,4,,"9,909",177,,,"907,419",Africa,101,"5,636",,,,4
Guinea-Bissau,"8,947",,176,,"8,656",,115,6,"4,336",85,"145,231","70,385","2,063,367",Africa,231,"11,724",14,,,56
Liberia,"8,053",,294,,"7,752",,7,2,"1,518",55,"139,824","26,356","5,305,117",Africa,659,"18,045",38,,,1
Sierra Leone,"7,760",,126,,N/A,N/A,N/A,,934,15,"259,958","31,296","8,306,436",Africa,"1,070","65,924",32,,,330
Chad,"7,652",,194,,"4,874",,"2,584",,439,11,"191,341","10,988","17,413,580",Africa,"2,276","89,761",91,,,148
British Virgin Islands,"7,305",,64,,N/A,N/A,N/A,,"238,757","2,092","107,339","3,508,269","30,596",North America,4,478,0,,,392
Cook Islands,"6,995",,2,,"6,982",,11,,"398,099",114,"19,690","1,120,596","17,571",Australia/Oceania,3,"8,786",1,,,626
Saint Kitts and Nevis,"6,590",,46,,"6,532",,12,,"122,329",854,"126,891","2,355,460","53,871",North America,8,"1,171",0,,,223
Turks and Caicos,"6,522",,38,,"6,451",,33,4,"164,113",956,"611,527","15,387,811","39,741",North America,6,"1,046",0,,,830
Palau,"5,986",,9,,"5,970",,7,,"328,306",494,"68,724","3,769,210","18,233",Australia/Oceania,3,"2,026",0,,,384
St. Barth,"5,420",,6,,N/A,N/A,N/A,,"544,997",603,"78,646","7,908,095","9,945",North America,2,"1,658",0,,,"497,939"
Kiribati,"4,991",,18,,"2,703",,"2,270",3,"40,439",146,,,"123,419",Australia/Oceania,25,"6,857",,,,"18,393"
Nauru,"4,621",,1,,"4,609",,11,,"423,828",92,"20,509","1,881,042","10,903",Australia/Oceania,2,"10,903",1,,,"1,009"
Anguilla,"3,904",,12,,"3,879",,13,4,"256,336",788,"51,382","3,373,736","15,230",North America,4,"1,269",0,,,854
Macao,"3,479",,120,,"3,344",,15,,"5,212",180,"7,850","11,760","667,490",Asia,192,"5,562",85,,,22
Wallis and Futuna,"3,427",,7,,438,,"2,982",,"312,056",637,"20,508","1,867,419","10,982",Australia/Oceania,3,"1,569",1,,,"271,535"
Saint Pierre Miquelon,"3,411",,2,,"2,449",,960,1,"592,290",347,"25,400","4,410,488","5,759",North America,2,"2,880",0,,,"166,696"
Tuvalu,"2,805",,,,,,"2,805",,"232,471",,,,"12,066",Australia/Oceania,4,,,,,"232,471"
Saint Helena,"1,806",,,,2,,"1,804",,"295,339",,,,"6,115",Africa,3,,,,,"295,012"
Montserrat,"1,403",,8,,"1,376",,19,,"282,578","1,611","17,762","3,577,442","4,965",North America,4,621,0,,,"3,827"
Niue,741,,,,721,,20,,"456,843",,,,"1,622",Australia/Oceania,2,,,,,"12,330"
Tokelau,5,,,,,,5,,"3,628",,,,"1,378",Australia/Oceania,276,,,,,"3,628"
China,"503,302",,"5,272",,"379,053",,"118,977","7,557",347,4,"160,000,000","110,461","1,448,471,400",Asia,"2,878","274,748",9,,,82
